source,system,domain,protocol,protocol_value,x_name,x,obs_name,obs
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.87,distance_to_equilibrium_D,0.844642853736877
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.88,distance_to_equilibrium_D,0.839880967140197
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.89,distance_to_equilibrium_D,0.841865086555481
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.9,distance_to_equilibrium_D,0.840674614906311
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.91,distance_to_equilibrium_D,0.837698435783386
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.92,distance_to_equilibrium_D,0.836706376075744
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.93,distance_to_equilibrium_D,0.833928608894348
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.94,distance_to_equilibrium_D,0.835515904426574
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.95,distance_to_equilibrium_D,0.831150770187377
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.96,distance_to_equilibrium_D,0.832738065719604
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.97,distance_to_equilibrium_D,0.823015880584716
